# BEEF ########################################################################################################################
# BEEF This line shows the Bayesian error estimations and the current threshold criterion.
# BEEF 
# BEEF nstep ............ MD time step or input structure counter
# BEEF bee_energy ....... BEE of energy per atom (eV atom^-1)
# BEEF bee_max_force .... BEE of forces (max) (eV Angst^-1)
# BEEF bee_ave_force .... BEE of forces (average) (kB)
# BEEF threshold ........ Current value of threshold criterion (eV Angst^-1)
# BEEF bee_max_stress ... BEE of stresses (max) (kB)
# BEEF bee_ave_stress ... BEE of stresses (average) (kB)
# BEEF ########################################################################################################################
# BEEF              nstep       bee_energy    bee_max_force    bee_ave_force        threshold   bee_max_stress   bee_ave_stress
# BEEF                  2                3                4                5                6                7                8
# BEEF ########################################################################################################################
BEEF                 4921   7.78785716E-06   5.21053172E-03   2.43543404E-03   1.02130758E-02   1.12743322E-01   9.39633087E-02
BEEF                 4922   7.77263652E-06   5.31868993E-03   2.48576023E-03   1.02130758E-02   1.12089288E-01   9.28148910E-02
BEEF                 4923   7.80018386E-06   5.39714479E-03   2.53172294E-03   1.02130758E-02   1.11338313E-01   9.14604924E-02
BEEF                 4924   7.79904116E-06   5.46186515E-03   2.59153413E-03   1.02130758E-02   1.11180440E-01   9.10524319E-02
BEEF                 4925   7.78111257E-06   5.58546843E-03   2.67214686E-03   1.02130758E-02   1.14566273E-01   9.27933445E-02
BEEF                 4926   7.79893440E-06   6.16402816E-03   2.77620726E-03   1.02130758E-02   1.20431169E-01   9.55236648E-02
BEEF                 4927   7.82580876E-06   6.97586768E-03   2.89738179E-03   1.02130758E-02   1.26294416E-01   9.87851468E-02
BEEF                 4928   7.89812361E-06   7.60540618E-03   3.00098368E-03   1.02130758E-02   1.29812284E-01   1.01512810E-01
BEEF                 4929   7.89229210E-06   7.91394613E-03   3.05677145E-03   1.02130758E-02   1.32512831E-01   1.03294496E-01
BEEF                 4930   7.93170263E-06   7.75877114E-03   3.04650277E-03   1.02130758E-02   1.33311566E-01   1.03953325E-01
BEEF                 4931   7.94560958E-06   7.26962708E-03   2.97642290E-03   1.02130758E-02   1.32678914E-01   1.03450942E-01
BEEF                 4932   7.86634156E-06   6.58036116E-03   2.85622891E-03   1.02130758E-02   1.28933827E-01   1.01028572E-01
BEEF                 4933   7.94541011E-06   6.00147008E-03   2.71887302E-03   1.02130758E-02   1.24814608E-01   9.80212021E-02
BEEF                 4934   7.85644049E-06   5.74423339E-03   2.59698992E-03   1.02130758E-02   1.18963045E-01   9.47138257E-02
BEEF                 4935   7.78624735E-06   5.43800068E-03   2.49853135E-03   1.02130758E-02   1.12416024E-01   9.14149762E-02
BEEF                 4936   7.69334138E-06   5.18236939E-03   2.44531879E-03   1.02130758E-02   1.05625865E-01   8.87093275E-02
BEEF                 4937   7.69387724E-06   4.98939971E-03   2.43500631E-03   1.02130758E-02   1.04254453E-01   8.71664896E-02
BEEF                 4938   7.67142402E-06   5.07814413E-03   2.45567390E-03   1.02130758E-02   1.06824722E-01   8.70997036E-02
BEEF                 4939   7.68460526E-06   5.31375204E-03   2.51341836E-03   1.02130758E-02   1.11241455E-01   8.87954701E-02
BEEF                 4940   7.82702683E-06   5.55490551E-03   2.58426862E-03   1.02130758E-02   1.17007127E-01   9.15879238E-02
BEEF                 4941   7.88806275E-06   5.77978228E-03   2.66249254E-03   1.02130758E-02   1.24019532E-01   9.54881670E-02
BEEF                 4942   7.97745867E-06   5.95287765E-03   2.73342718E-03   1.02130758E-02   1.31707176E-01   1.00133030E-01
BEEF                 4943   8.13905755E-06   6.07481059E-03   2.80346381E-03   1.02130758E-02   1.40249193E-01   1.05558770E-01
BEEF                 4944   8.15605868E-06   6.12514112E-03   2.86301340E-03   1.02130758E-02   1.48678572E-01   1.11219098E-01
BEEF                 4945   8.21389967E-06   6.11706167E-03   2.90705365E-03   1.02130758E-02   1.55472606E-01   1.16054886E-01
BEEF                 4946   8.26149052E-06   6.06919613E-03   2.94582056E-03   1.02130758E-02   1.61815229E-01   1.21225668E-01
BEEF                 4947   8.29486245E-06   6.17616245E-03   2.98607638E-03   1.02130758E-02   1.67006549E-01   1.25675121E-01
BEEF                 4948   8.32567150E-06   6.22982239E-03   3.01512762E-03   1.02130758E-02   1.70585158E-01   1.29293712E-01
BEEF                 4949   8.39796481E-06   6.26303789E-03   3.03526064E-03   1.02130758E-02   1.75385309E-01   1.33089908E-01
BEEF                 4950   8.44569767E-06   6.26670530E-03   3.03954345E-03   1.02130758E-02   1.79125142E-01   1.35661870E-01
BEEF                 4951   8.39863369E-06   6.22201668E-03   3.02235531E-03   1.02130758E-02   1.83124446E-01   1.37087381E-01
BEEF                 4952   8.36029221E-06   6.15999196E-03   3.00000847E-03   1.02130758E-02   1.84274556E-01   1.36316156E-01
BEEF                 4953   8.36616471E-06   6.11809110E-03   2.98585609E-03   1.02130758E-02   1.81652423E-01   1.33959715E-01
BEEF                 4954   8.30279573E-06   5.92827564E-03   2.95374261E-03   1.02130758E-02   1.75414138E-01   1.29498430E-01
BEEF                 4955   8.17809172E-06   5.83126789E-03   2.91137524E-03   1.02130758E-02   1.67863829E-01   1.25012461E-01
BEEF                 4956   8.14119050E-06   5.69632071E-03   2.85401719E-03   1.02130758E-02   1.63099206E-01   1.20309276E-01
BEEF                 4957   8.06333747E-06   5.54210209E-03   2.78949283E-03   1.02130758E-02   1.62692140E-01   1.15779786E-01
BEEF                 4958   7.93185372E-06   5.38015621E-03   2.72942067E-03   1.02130758E-02   1.62423931E-01   1.12436088E-01
BEEF                 4959   7.85626369E-06   5.20864177E-03   2.66243946E-03   1.02130758E-02   1.60247944E-01   1.09183097E-01
BEEF                 4960   7.81066124E-06   5.08326641E-03   2.60161098E-03   1.02130758E-02   1.57721654E-01   1.06556035E-01
BEEF                 4961   7.77490426E-06   4.98256809E-03   2.55090946E-03   1.02130758E-02   1.54848554E-01   1.04198800E-01
BEEF                 4962   7.70131938E-06   4.86659197E-03   2.50580360E-03   1.02130758E-02   1.52291533E-01   1.02484640E-01
BEEF                 4963   7.68487471E-06   4.83876005E-03   2.47595284E-03   1.02130758E-02   1.49602090E-01   1.01371971E-01
BEEF                 4964   7.65917904E-06   4.91895177E-03   2.47142043E-03   1.02130758E-02   1.46905562E-01   1.00831298E-01
BEEF                 4965   7.64658855E-06   5.01133423E-03   2.48956384E-03   1.02130758E-02   1.44755282E-01   1.00302074E-01
BEEF                 4966   7.75520250E-06   5.28872002E-03   2.54244691E-03   1.02130758E-02   1.42141307E-01   9.99015222E-02
BEEF                 4967   7.68764485E-06   5.62029957E-03   2.61072488E-03   1.02130758E-02   1.39530749E-01   9.94494928E-02
BEEF                 4968   7.72368233E-06   5.88679657E-03   2.67496834E-03   1.02130758E-02   1.37051657E-01   9.93298765E-02
BEEF                 4969   7.78691528E-06   5.94211654E-03   2.71239686E-03   1.02130758E-02   1.33811454E-01   9.86111621E-02
BEEF                 4970   7.76590320E-06   5.73015905E-03   2.71529684E-03   1.02130758E-02   1.30977368E-01   9.75121046E-02
BEEF                 4971   7.81666034E-06   5.81422608E-03   2.70562356E-03   1.02130758E-02   1.28991291E-01   9.61999603E-02
BEEF                 4972   7.77296516E-06   5.84372876E-03   2.69918069E-03   1.02130758E-02   1.27006411E-01   9.44864498E-02
BEEF                 4973   7.82209747E-06   5.78388239E-03   2.68673778E-03   1.02130758E-02   1.24423570E-01   9.26610145E-02
BEEF                 4974   7.71606274E-06   5.64358888E-03   2.66626289E-03   1.02130758E-02   1.21792058E-01   9.12656350E-02
BEEF                 4975   7.75590744E-06   5.45009185E-03   2.64024082E-03   1.02130758E-02   1.19833380E-01   9.05104586E-02
BEEF                 4976   7.68574578E-06   5.18064157E-03   2.58796069E-03   1.02130758E-02   1.18219006E-01   9.01118303E-02
BEEF                 4977   7.63067327E-06   4.90948800E-03   2.52163595E-03   1.02130758E-02   1.17415733E-01   8.99367453E-02
BEEF                 4978   7.62747399E-06   4.65496191E-03   2.44336626E-03   1.02130758E-02   1.17028531E-01   8.98804753E-02
BEEF                 4979   7.62007812E-06   4.47004627E-03   2.37883538E-03   1.02130758E-02   1.17018383E-01   9.03227126E-02
BEEF                 4980   7.62287117E-06   4.30551902E-03   2.31413252E-03   1.02130758E-02   1.21032681E-01   9.06250256E-02
BEEF                 4981   7.56402276E-06   4.15670116E-03   2.25730800E-03   1.02130758E-02   1.25406746E-01   9.12782992E-02
BEEF                 4982   7.64161658E-06   4.21001839E-03   2.22321759E-03   1.02130758E-02   1.29044833E-01   9.20656485E-02
BEEF                 4983   7.70163241E-06   4.27813504E-03   2.20598024E-03   1.02130758E-02   1.32303646E-01   9.32125381E-02
BEEF                 4984   7.70427043E-06   4.35886199E-03   2.20888568E-03   1.02130758E-02   1.35608074E-01   9.48824433E-02
BEEF                 4985   7.84302990E-06   4.44819054E-03   2.23252533E-03   1.02130758E-02   1.38284922E-01   9.69102338E-02
BEEF                 4986   7.91495949E-06   4.51345074E-03   2.26381688E-03   1.02130758E-02   1.39627512E-01   9.88522412E-02
BEEF                 4987   7.89317261E-06   4.58210117E-03   2.32242445E-03   1.02130758E-02   1.39450954E-01   1.00558460E-01
BEEF                 4988   7.96255824E-06   4.58937571E-03   2.37717277E-03   1.02130758E-02   1.37322040E-01   1.01214459E-01
BEEF                 4989   8.00014731E-06   4.62950599E-03   2.43434872E-03   1.02130758E-02   1.40523908E-01   1.01966976E-01
BEEF                 4990   8.07958885E-06   4.75310459E-03   2.47419617E-03   1.02130758E-02   1.41784753E-01   1.02102511E-01
BEEF                 4991   8.04702250E-06   4.83062878E-03   2.50521359E-03   1.02130758E-02   1.42956101E-01   1.02654878E-01
BEEF                 4992   8.12618941E-06   4.85797898E-03   2.52720264E-03   1.02130758E-02   1.43149725E-01   1.03312184E-01
BEEF                 4993   8.08813915E-06   4.83834179E-03   2.53009948E-03   1.02130758E-02   1.42340314E-01   1.03907343E-01
BEEF                 4994   8.08622646E-06   4.86729019E-03   2.52405275E-03   1.02130758E-02   1.40097919E-01   1.04255984E-01
BEEF                 4995   8.17037864E-06   4.98824887E-03   2.51447997E-03   1.02130758E-02   1.38082176E-01   1.04664443E-01
BEEF                 4996   7.98575800E-06   5.07189414E-03   2.49854443E-03   1.02130758E-02   1.41370722E-01   1.05371873E-01
BEEF                 4997   8.07024784E-06   5.10307265E-03   2.47253989E-03   1.02130758E-02   1.45762256E-01   1.06383202E-01
BEEF                 4998   7.96064400E-06   5.08411212E-03   2.44354824E-03   1.02130758E-02   1.50366177E-01   1.08088353E-01
BEEF                 4999   7.98269016E-06   4.93876803E-03   2.39497307E-03   1.02130758E-02   1.53216449E-01   1.09110567E-01
BEEF                 5000   8.01036973E-06   4.65459698E-03   2.32158058E-03   1.02130758E-02   1.54002022E-01   1.08852117E-01
BEEF                 5001   7.97388078E-06   4.42661473E-03   2.25498164E-03   1.02130758E-02   1.52635033E-01   1.07614511E-01
BEEF                 5002   7.99612769E-06   4.35584259E-03   2.20971205E-03   1.02130758E-02   1.50756529E-01   1.05963376E-01
BEEF                 5003   7.90674778E-06   4.35350293E-03   2.18948432E-03   1.02130758E-02   1.48170214E-01   1.04017421E-01
BEEF                 5004   7.96222091E-06   4.41522703E-03   2.20428254E-03   1.02130758E-02   1.45084066E-01   1.01416064E-01
BEEF                 5005   8.00292713E-06   4.55537977E-03   2.26388268E-03   1.02130758E-02   1.41703774E-01   9.91861535E-02
BEEF                 5006   7.95355911E-06   4.79287166E-03   2.36158618E-03   1.02130758E-02   1.37923119E-01   9.75736243E-02
BEEF                 5007   8.01236542E-06   5.11755944E-03   2.51216338E-03   1.02130758E-02   1.36722432E-01   9.84291115E-02
BEEF                 5008   8.13543829E-06   5.61816615E-03   2.68324539E-03   1.02130758E-02   1.36617541E-01   1.00700644E-01
BEEF                 5009   8.13975940E-06   6.15138476E-03   2.85315577E-03   1.02130758E-02   1.35876518E-01   1.02885768E-01
BEEF                 5010   8.21677641E-06   6.56843123E-03   2.99369187E-03   1.02130758E-02   1.36362325E-01   1.04470831E-01
BEEF                 5011   8.22450428E-06   6.90687502E-03   3.11269144E-03   1.02130758E-02   1.35480330E-01   1.04922129E-01
BEEF                 5012   8.23114701E-06   7.03809774E-03   3.17076650E-03   1.02130758E-02   1.34490756E-01   1.04394960E-01
BEEF                 5013   8.19701606E-06   7.07078070E-03   3.19186327E-03   1.02130758E-02   1.33002098E-01   1.03589961E-01
BEEF                 5014   8.17744572E-06   7.02715554E-03   3.15365186E-03   1.02130758E-02   1.30486040E-01   1.01820269E-01
BEEF                 5015   8.07882057E-06   6.77054105E-03   3.07740355E-03   1.02130758E-02   1.28223619E-01   1.00575097E-01
BEEF                 5016   7.93531024E-06   6.28684398E-03   2.96197868E-03   1.02130758E-02   1.27653816E-01   9.99056689E-02
BEEF                 5017   7.88277109E-06   5.78286511E-03   2.82164307E-03   1.02130758E-02   1.28426418E-01   9.92369685E-02
BEEF                 5018   7.81393611E-06   5.49906011E-03   2.67857501E-03   1.02130758E-02   1.29108243E-01   9.88283957E-02
BEEF                 5019   7.79104291E-06   5.23662772E-03   2.55888887E-03   1.02130758E-02   1.30784218E-01   9.92850654E-02
BEEF                 5020   7.83086776E-06   5.02342489E-03   2.46779081E-03   1.02130758E-02   1.32160701E-01   9.94679586E-02
BEEF                 5021   7.84475559E-06   4.87231091E-03   2.40505217E-03   1.02130758E-02   1.33815238E-01   9.98203767E-02
BEEF                 5022   7.83518349E-06   4.77442064E-03   2.37936814E-03   1.02130758E-02   1.36416950E-01   1.01401318E-01
BEEF                 5023   7.94897660E-06   4.68845244E-03   2.38129771E-03   1.02130758E-02   1.40538494E-01   1.03751972E-01
BEEF                 5024   7.91772528E-06   4.62501842E-03   2.40895084E-03   1.02130758E-02   1.46431067E-01   1.06756209E-01
BEEF                 5025   7.95860630E-06   4.76861489E-03   2.45165023E-03   1.02130758E-02   1.54398874E-01   1.10803890E-01
BEEF                 5026   7.97232322E-06   4.98438107E-03   2.53344042E-03   1.02130758E-02   1.62431745E-01   1.15347444E-01
BEEF                 5027   8.11127677E-06   5.31437876E-03   2.65338714E-03   1.02130758E-02   1.68921372E-01   1.19516142E-01
BEEF                 5028   8.19237240E-06   5.75066948E-03   2.79491074E-03   1.02130758E-02   1.72424817E-01   1.22022839E-01
BEEF                 5029   8.23028623E-06   6.23801375E-03   2.95908102E-03   1.02130758E-02   1.74867255E-01   1.24386197E-01
BEEF                 5030   8.35919423E-06   6.68481870E-03   3.11937763E-03   1.02130758E-02   1.75728477E-01   1.26184026E-01
BEEF                 5031   8.38125553E-06   7.07898674E-03   3.27532716E-03   1.02130758E-02   1.75936111E-01   1.28027541E-01
BEEF                 5032   8.52734051E-06   7.42280086E-03   3.43181565E-03   1.02130758E-02   1.77804723E-01   1.31587457E-01
BEEF                 5033   8.67218153E-06   7.70341585E-03   3.57987627E-03   1.02130758E-02   1.80768359E-01   1.36148473E-01
BEEF                 5034   8.76710191E-06   7.80771794E-03   3.64692801E-03   1.02130758E-02   1.79412624E-01   1.37283851E-01
BEEF                 5035   8.75794970E-06   7.89721909E-03   3.65157621E-03   1.02130758E-02   1.75011492E-01   1.36194426E-01
BEEF                 5036   8.77228639E-06   7.84131805E-03   3.60573263E-03   1.02130758E-02   1.69446719E-01   1.33689486E-01
BEEF                 5037   8.69096677E-06   7.59188653E-03   3.49746448E-03   1.02130758E-02   1.64954872E-01   1.29651371E-01
BEEF                 5038   8.50942153E-06   7.20305712E-03   3.35110890E-03   1.02130758E-02   1.64966349E-01   1.25675133E-01
BEEF                 5039   8.44640889E-06   6.90073318E-03   3.22144851E-03   1.02130758E-02   1.65839236E-01   1.23154050E-01
BEEF                 5040   8.34559604E-06   6.55949714E-03   3.10347633E-03   1.02130758E-02   1.66360842E-01   1.21277507E-01
BEEF                 5041   8.28806405E-06   6.29674901E-03   3.02053489E-03   1.02130758E-02   1.66850012E-01   1.20148508E-01
BEEF                 5042   8.24569695E-06   6.19634969E-03   2.98832185E-03   1.02130758E-02   1.66952722E-01   1.19787638E-01
BEEF                 5043   8.17497103E-06   6.12980382E-03   2.98285163E-03   1.02130758E-02   1.67338164E-01   1.19941418E-01
BEEF                 5044   8.11093371E-06   6.13129521E-03   3.00976770E-03   1.02130758E-02   1.67794947E-01   1.20843833E-01
BEEF                 5045   8.11820438E-06   6.15229582E-03   3.04608354E-03   1.02130758E-02   1.68308227E-01   1.22473864E-01
BEEF                 5046   8.06100534E-06   6.12808798E-03   3.06991908E-03   1.02130758E-02   1.69066964E-01   1.23632630E-01
BEEF                 5047   8.16279816E-06   6.05604445E-03   3.07462898E-03   1.02130758E-02   1.69138917E-01   1.23861501E-01
BEEF                 5048   8.13979974E-06   6.00589896E-03   3.07387930E-03   1.02130758E-02   1.68234001E-01   1.23470243E-01
BEEF                 5049   8.22978755E-06   6.25634507E-03   3.06488707E-03   1.02130758E-02   1.66597396E-01   1.21617311E-01
BEEF                 5050   8.21867833E-06   6.60641532E-03   3.07403780E-03   1.02130758E-02   1.66578138E-01   1.20321049E-01
BEEF                 5051   8.23296197E-06   6.88417177E-03   3.08846994E-03   1.02130758E-02   1.66089158E-01   1.18945019E-01
BEEF                 5052   8.25162281E-06   6.99570998E-03   3.09593124E-03   1.02130758E-02   1.65394026E-01   1.17276941E-01
BEEF                 5053   8.27532906E-06   6.88889368E-03   3.09746517E-03   1.02130758E-02   1.65731681E-01   1.16367337E-01
BEEF                 5054   8.32548313E-06   6.64048646E-03   3.08783640E-03   1.02130758E-02   1.66409317E-01   1.15424756E-01
BEEF                 5055   8.25124079E-06   6.36202521E-03   3.07258157E-03   1.02130758E-02   1.65397188E-01   1.14101761E-01
BEEF                 5056   8.28861929E-06   6.10633312E-03   3.05683330E-03   1.02130758E-02   1.63404838E-01   1.13093703E-01
BEEF                 5057   8.27745912E-06   6.04326115E-03   3.04728430E-03   1.02130758E-02   1.62007501E-01   1.13148124E-01
BEEF                 5058   8.28395069E-06   6.13350767E-03   3.03395321E-03   1.02130758E-02   1.59782886E-01   1.13186973E-01
BEEF                 5059   8.23639012E-06   6.33137744E-03   3.02371617E-03   1.02130758E-02   1.56091709E-01   1.12624206E-01
BEEF                 5060   8.17557098E-06   6.75742151E-03   3.02660184E-03   1.02130758E-02   1.51632220E-01   1.11535266E-01
BEEF                 5061   8.18096455E-06   7.39269008E-03   3.03606774E-03   1.02130758E-02   1.46269330E-01   1.09985290E-01
BEEF                 5062   8.12709155E-06   8.07739768E-03   3.03859400E-03   1.02130758E-02   1.40961522E-01   1.08533724E-01
BEEF                 5063   8.18508590E-06   8.48322032E-03   3.01178820E-03   1.02130758E-02   1.40012300E-01   1.07385290E-01
BEEF                 5064   8.16029087E-06   8.30543835E-03   2.91550971E-03   1.02130758E-02   1.38223813E-01   1.05967343E-01
BEEF                 5065   8.06712778E-06   7.66487113E-03   2.78041673E-03   1.02130758E-02   1.36729804E-01   1.04755514E-01
BEEF                 5066   8.07799621E-06   6.76887468E-03   2.64396390E-03   1.02130758E-02   1.36628123E-01   1.04170854E-01
BEEF                 5067   8.09581953E-06   5.86584705E-03   2.53704085E-03   1.02130758E-02   1.36469808E-01   1.04054547E-01
BEEF                 5068   8.02228000E-06   5.75687561E-03   2.49325383E-03   1.02130758E-02   1.36953253E-01   1.04952020E-01
BEEF                 5069   8.12630463E-06   5.90768088E-03   2.50280094E-03   1.02130758E-02   1.36621733E-01   1.05913362E-01
BEEF                 5070   8.09979067E-06   6.02405371E-03   2.55900652E-03   1.02130758E-02   1.36585929E-01   1.07122192E-01
BEEF                 5071   8.14578133E-06   6.10414589E-03   2.64095079E-03   1.02130758E-02   1.35749345E-01   1.07951323E-01
BEEF                 5072   8.16063011E-06   6.14586936E-03   2.73265313E-03   1.02130758E-02   1.36438063E-01   1.09149800E-01
BEEF                 5073   8.26275941E-06   6.15426277E-03   2.82935225E-03   1.02130758E-02   1.40269218E-01   1.11998206E-01
BEEF                 5074   8.31807739E-06   6.15227654E-03   2.91696228E-03   1.02130758E-02   1.47354756E-01   1.16099455E-01
BEEF                 5075   8.38009122E-06   6.45414859E-03   2.98596176E-03   1.02130758E-02   1.53770635E-01   1.19918842E-01
BEEF                 5076   8.32735321E-06   6.72407385E-03   3.01204075E-03   1.02130758E-02   1.55086544E-01   1.20045582E-01
BEEF                 5077   8.33923806E-06   6.80702779E-03   2.99568264E-03   1.02130758E-02   1.52236998E-01   1.16608454E-01
BEEF                 5078   8.22018537E-06   6.72568101E-03   2.93310143E-03   1.02130758E-02   1.44901843E-01   1.09531128E-01
BEEF                 5079   8.03270049E-06   6.67200078E-03   2.85030520E-03   1.02130758E-02   1.38819160E-01   1.03014041E-01
BEEF                 5080   8.03763054E-06   6.68361918E-03   2.75688671E-03   1.02130758E-02   1.34169032E-01   9.87808433E-02
BEEF                 5081   7.95825243E-06   6.59723221E-03   2.65515688E-03   1.02130758E-02   1.30269944E-01   9.66945139E-02
BEEF                 5082   7.89075142E-06   6.33383766E-03   2.54001291E-03   1.02130758E-02   1.28736431E-01   9.57461567E-02
BEEF                 5083   7.82103383E-06   5.93084731E-03   2.41637887E-03   1.02130758E-02   1.34269650E-01   9.49606830E-02
BEEF                 5084   7.81658824E-06   5.39708622E-03   2.29467021E-03   1.02130758E-02   1.37744420E-01   9.37689313E-02
BEEF                 5085   7.77714835E-06   4.80330733E-03   2.17646293E-03   1.02130758E-02   1.40156101E-01   9.28293275E-02
BEEF                 5086   7.76036395E-06   4.27960253E-03   2.09585167E-03   1.02130758E-02   1.40507615E-01   9.24707692E-02
BEEF                 5087   7.72047613E-06   4.15195024E-03   2.04882410E-03   1.02130758E-02   1.34828221E-01   9.09564248E-02
BEEF                 5088   7.68907943E-06   4.00257602E-03   2.03719500E-03   1.02130758E-02   1.26996510E-01   8.98668627E-02
BEEF                 5089   7.72243930E-06   3.95781768E-03   2.07548691E-03   1.02130758E-02   1.17792836E-01   8.91296926E-02
BEEF                 5090   7.65188978E-06   4.05279520E-03   2.15587089E-03   1.02130758E-02   1.13734058E-01   9.00929014E-02
BEEF                 5091   7.63873285E-06   4.42726810E-03   2.28222276E-03   1.02130758E-02   1.19989775E-01   9.42022815E-02
BEEF                 5092   7.70851620E-06   4.86147849E-03   2.44240733E-03   1.02130758E-02   1.29763527E-01   1.00101822E-01
BEEF                 5093   7.72939268E-06   5.29895509E-03   2.60899719E-03   1.02130758E-02   1.40927197E-01   1.06553894E-01
BEEF                 5094   7.84818875E-06   5.74877505E-03   2.77500393E-03   1.02130758E-02   1.50556039E-01   1.12800229E-01
BEEF                 5095   7.93429778E-06   6.21091993E-03   2.93921846E-03   1.02130758E-02   1.59286646E-01   1.19109275E-01
BEEF                 5096   8.00385264E-06   6.51287592E-03   3.04630039E-03   1.02130758E-02   1.59141112E-01   1.20212018E-01
BEEF                 5097   8.02184985E-06   6.61004737E-03   3.11348257E-03   1.02130758E-02   1.51377130E-01   1.17035538E-01
BEEF                 5098   7.99312347E-06   6.48035067E-03   3.13002685E-03   1.02130758E-02   1.39989855E-01   1.11622783E-01
BEEF                 5099   7.91687907E-06   6.29785561E-03   3.10588728E-03   1.02130758E-02   1.29554532E-01   1.06314866E-01
BEEF                 5100   7.90938674E-06   6.12152157E-03   3.03280159E-03   1.02130758E-02   1.19222401E-01   1.00388853E-01
BEEF                 5101   7.85725795E-06   5.92179496E-03   2.93714388E-03   1.02130758E-02   1.15113763E-01   9.53196838E-02
BEEF                 5102   7.84208424E-06   5.70622553E-03   2.87145812E-03   1.02130758E-02   1.13037859E-01   9.28114671E-02
BEEF                 5103   7.90797333E-06   5.64003838E-03   2.82547346E-03   1.02130758E-02   1.11276016E-01   9.17860757E-02
BEEF                 5104   7.97625457E-06   5.62528793E-03   2.81499231E-03   1.02130758E-02   1.11991768E-01   9.32790431E-02
BEEF                 5105   8.09460207E-06   5.89585678E-03   2.83916704E-03   1.02130758E-02   1.18454796E-01   9.71129347E-02
BEEF                 5106   8.19920951E-06   6.24516829E-03   2.89947160E-03   1.02130758E-02   1.26526905E-01   1.02354197E-01
BEEF                 5107   8.20804074E-06   6.40220143E-03   2.93829537E-03   1.02130758E-02   1.32713775E-01   1.05989854E-01
BEEF                 5108   8.23242047E-06   6.31035120E-03   2.93295972E-03   1.02130758E-02   1.35540553E-01   1.06589717E-01
BEEF                 5109   8.15407898E-06   6.12468695E-03   2.89926329E-03   1.02130758E-02   1.37619539E-01   1.05446967E-01
BEEF                 5110   8.07870041E-06   5.88352500E-03   2.86363298E-03   1.02130758E-02   1.39934432E-01   1.04505834E-01
BEEF                 5111   8.14627906E-06   5.63593809E-03   2.84977956E-03   1.02130758E-02   1.45247186E-01   1.05822296E-01
BEEF                 5112   8.21376691E-06   5.56060248E-03   2.88013450E-03   1.02130758E-02   1.53240854E-01   1.09755060E-01
BEEF                 5113   8.36011904E-06   5.73235428E-03   2.97471585E-03   1.02130758E-02   1.63243026E-01   1.15738154E-01
BEEF                 5114   8.56134082E-06   6.02723954E-03   3.11373933E-03   1.02130758E-02   1.72935974E-01   1.22048831E-01
BEEF                 5115   8.76735900E-06   6.30842381E-03   3.28332819E-03   1.02130758E-02   1.82633921E-01   1.28635179E-01
BEEF                 5116   8.93990612E-06   6.87671176E-03   3.45756749E-03   1.02130758E-02   1.91840257E-01   1.35031545E-01
BEEF                 5117   9.07054018E-06   7.66177856E-03   3.59087035E-03   1.02130758E-02   1.96956257E-01   1.39178642E-01
BEEF                 5118   9.12484127E-06   8.44517931E-03   3.66517382E-03   1.02130758E-02   1.97476958E-01   1.40535647E-01
BEEF                 5119   9.08859632E-06   9.12393652E-03   3.68924023E-03   1.02130758E-02   1.94001718E-01   1.39269916E-01
BEEF                 5120   8.98721491E-06   9.47942936E-03   3.63719170E-03   1.02130758E-02   1.85403413E-01   1.34519552E-01
BEEF                 5121   8.83072552E-06   9.49044780E-03   3.53328031E-03   1.02130758E-02   1.75549033E-01   1.28651281E-01
BEEF                 5122   8.66262861E-06   9.25041010E-03   3.39525910E-03   1.02130758E-02   1.65398103E-01   1.22347242E-01
BEEF                 5123   8.47085247E-06   8.75200638E-03   3.23084349E-03   1.02130758E-02   1.56170334E-01   1.16317448E-01
BEEF                 5124   8.35104623E-06   8.12044297E-03   3.06469418E-03   1.02130758E-02   1.48046430E-01   1.10773362E-01
BEEF                 5125   8.24342217E-06   7.45217195E-03   2.92188125E-03   1.02130758E-02   1.41813986E-01   1.06400190E-01
BEEF                 5126   8.14269933E-06   6.81029008E-03   2.82548663E-03   1.02130758E-02   1.37676603E-01   1.03720328E-01
BEEF                 5127   8.17236118E-06   6.29377013E-03   2.78294478E-03   1.02130758E-02   1.36256312E-01   1.03122131E-01
BEEF                 5128   8.14658315E-06   5.90566490E-03   2.77880178E-03   1.02130758E-02   1.36203051E-01   1.04387204E-01
BEEF                 5129   8.11506027E-06   5.65980809E-03   2.83278902E-03   1.02130758E-02   1.37389978E-01   1.07384859E-01
BEEF                 5130   8.13888717E-06   5.63844710E-03   2.91786379E-03   1.02130758E-02   1.40622482E-01   1.10931646E-01
BEEF                 5131   8.05561086E-06   6.23225692E-03   3.00154807E-03   1.02130758E-02   1.42760699E-01   1.13321162E-01
BEEF                 5132   8.07402689E-06   6.38924632E-03   3.01741909E-03   1.02130758E-02   1.40506050E-01   1.11945684E-01
BEEF                 5133   7.93355931E-06   6.19014877E-03   2.98715692E-03   1.02130758E-02   1.34736599E-01   1.07892709E-01
BEEF                 5134   7.93775264E-06   5.88013941E-03   2.94517039E-03   1.02130758E-02   1.30574739E-01   1.04503231E-01
BEEF                 5135   7.92857896E-06   5.84771829E-03   2.89562145E-03   1.02130758E-02   1.30292599E-01   1.02978747E-01
BEEF                 5136   7.88722704E-06   5.89005994E-03   2.86775285E-03   1.02130758E-02   1.35533194E-01   1.04683909E-01
