# BEEF ########################################################################################################################
# BEEF This line shows the Bayesian error estimations and the current threshold criterion.
# BEEF 
# BEEF nstep ............ MD time step or input structure counter
# BEEF bee_energy ....... BEE of energy per atom (eV atom^-1)
# BEEF bee_max_force .... BEE of forces (max) (eV Angst^-1)
# BEEF bee_ave_force .... BEE of forces (average) (kB)
# BEEF threshold ........ Current value of threshold criterion (eV Angst^-1)
# BEEF bee_max_stress ... BEE of stresses (max) (kB)
# BEEF bee_ave_stress ... BEE of stresses (average) (kB)
# BEEF ########################################################################################################################
# BEEF              nstep       bee_energy    bee_max_force    bee_ave_force        threshold   bee_max_stress   bee_ave_stress
# BEEF                  2                3                4                5                6                7                8
# BEEF ########################################################################################################################
BEEF                  753   1.03075975E-05   7.48610360E-03   3.38469618E-03   1.11862396E-02   2.63409994E-01   1.98543953E-01
BEEF                  754   1.02495627E-05   7.18916856E-03   3.29587929E-03   1.11862396E-02   2.66384604E-01   1.99332369E-01
BEEF                  755   1.01335914E-05   6.89920522E-03   3.24295313E-03   1.11862396E-02   2.58420013E-01   1.95392216E-01
BEEF                  756   1.00339217E-05   6.67510939E-03   3.22621656E-03   1.11862396E-02   2.45289291E-01   1.88735155E-01
BEEF                  757   9.97398949E-06   6.53827250E-03   3.24658312E-03   1.11862396E-02   2.32090570E-01   1.81629835E-01
BEEF                  758   9.97123557E-06   6.68901947E-03   3.31564544E-03   1.11862396E-02   2.25659523E-01   1.76773750E-01
BEEF                  759   1.00447195E-05   7.10478294E-03   3.43778309E-03   1.11862396E-02   2.25420204E-01   1.75459458E-01
BEEF                  760   1.01008511E-05   7.51175737E-03   3.59032895E-03   1.11862396E-02   2.34252479E-01   1.75332995E-01
BEEF                  761   1.01122119E-05   8.14751678E-03   3.75862313E-03   1.11862396E-02   2.42813207E-01   1.77329332E-01
BEEF                  762   1.00932011E-05   8.71793976E-03   3.92137941E-03   1.11862396E-02   2.53137312E-01   1.82540232E-01
BEEF                  763   1.00638554E-05   9.10783366E-03   4.05882102E-03   1.11862396E-02   2.66044529E-01   1.91208063E-01
BEEF                  764   1.00037654E-05   9.33828287E-03   4.15896990E-03   1.11862396E-02   2.73169465E-01   1.97617724E-01
BEEF                  765   9.90272403E-06   9.30157675E-03   4.20472433E-03   1.11862396E-02   2.70518376E-01   1.99415562E-01
BEEF                  766   9.73259176E-06   9.21837718E-03   4.17798818E-03   1.11862396E-02   2.56761136E-01   1.93914782E-01
BEEF                  767   9.50951440E-06   9.18518149E-03   4.08036287E-03   1.11862396E-02   2.39266522E-01   1.81049347E-01
BEEF                  768   9.31187228E-06   8.98497676E-03   3.94482863E-03   1.11862396E-02   2.22239538E-01   1.66255447E-01
BEEF                  769   9.17887034E-06   8.69568406E-03   3.80775573E-03   1.11862396E-02   2.09028742E-01   1.55000663E-01
BEEF                  770   9.11830624E-06   8.54560463E-03   3.69099307E-03   1.11862396E-02   2.03436258E-01   1.50170069E-01
BEEF                  771   9.09665960E-06   8.20709218E-03   3.57522417E-03   1.11862396E-02   2.02983334E-01   1.50578612E-01
BEEF                  772   9.09352406E-06   7.73161129E-03   3.45557343E-03   1.11862396E-02   2.05746788E-01   1.53541089E-01
BEEF                  773   9.10962523E-06   7.16178988E-03   3.34619324E-03   1.11862396E-02   2.10695456E-01   1.57870332E-01
BEEF                  774   9.10037320E-06   6.49088813E-03   3.22115299E-03   1.11862396E-02   2.15057882E-01   1.59674059E-01
BEEF                  775   9.05833945E-06   6.42083964E-03   3.10383681E-03   1.11862396E-02   2.14783114E-01   1.58937564E-01
BEEF                  776   9.03478122E-06   6.47047075E-03   3.02651283E-03   1.11862396E-02   2.16298221E-01   1.57949709E-01
BEEF                  777   9.02294206E-06   6.47988295E-03   2.99183316E-03   1.11862396E-02   2.17058319E-01   1.56179691E-01
BEEF                  778   9.00165841E-06   6.36111040E-03   2.97118815E-03   1.11862396E-02   2.19357007E-01   1.53372896E-01
BEEF                  779   9.01819427E-06   6.22468261E-03   3.00273636E-03   1.11862396E-02   2.24644998E-01   1.51965684E-01
BEEF                  780   9.04799969E-06   6.51553361E-03   3.08201692E-03   1.11862396E-02   2.30569407E-01   1.51153315E-01
BEEF                  781   9.15062463E-06   7.03278079E-03   3.22141071E-03   1.11862396E-02   2.40903761E-01   1.54171017E-01
BEEF                  782   9.24506870E-06   7.53401416E-03   3.39764887E-03   1.11862396E-02   2.54696086E-01   1.60767046E-01
BEEF                  783   9.37360633E-06   7.95546938E-03   3.60345766E-03   1.11862396E-02   2.73756208E-01   1.73200240E-01
BEEF                  784   9.48581071E-06   8.23889945E-03   3.79977259E-03   1.11862396E-02   2.90287772E-01   1.86484917E-01
BEEF                  785   9.51031910E-06   8.28006598E-03   3.91858940E-03   1.11862396E-02   2.91608140E-01   1.90822892E-01
BEEF                  786   9.47156634E-06   8.48229725E-03   3.97418845E-03   1.11862396E-02   2.83973165E-01   1.89805817E-01
BEEF                  787   9.36116491E-06   8.73463968E-03   3.96019695E-03   1.11862396E-02   2.69576159E-01   1.83274100E-01
BEEF                  788   9.16304589E-06   8.62608035E-03   3.84362567E-03   1.11862396E-02   2.44578218E-01   1.69295143E-01
BEEF                  789   8.94736044E-06   8.24898553E-03   3.66580383E-03   1.11862396E-02   2.19874557E-01   1.54514270E-01
BEEF                  790   8.67853731E-06   7.52407902E-03   3.40563215E-03   1.11862396E-02   1.88763159E-01   1.35360734E-01
BEEF                  791   8.47543768E-06   6.70147840E-03   3.14435625E-03   1.11862396E-02   1.64269758E-01   1.20329881E-01
BEEF                  792   8.34665530E-06   6.02954680E-03   2.93064039E-03   1.11862396E-02   1.48775966E-01   1.11345085E-01
BEEF                  793   8.28492038E-06   5.74142980E-03   2.78046599E-03   1.11862396E-02   1.39939703E-01   1.06527990E-01
BEEF                  794   8.27768743E-06   5.50613141E-03   2.70087906E-03   1.11862396E-02   1.40132293E-01   1.05363547E-01
BEEF                  795   8.32713305E-06   5.50816887E-03   2.68812933E-03   1.11862396E-02   1.47807359E-01   1.09140956E-01
BEEF                  796   8.40606276E-06   5.56439737E-03   2.68701471E-03   1.11862396E-02   1.58436237E-01   1.15198738E-01
BEEF                  797   8.49825363E-06   5.55584446E-03   2.69260626E-03   1.11862396E-02   1.74239242E-01   1.21592822E-01
BEEF                  798   8.57885722E-06   5.44991136E-03   2.69717339E-03   1.11862396E-02   1.89108659E-01   1.26060461E-01
BEEF                  799   8.64557781E-06   5.34949628E-03   2.73150163E-03   1.11862396E-02   2.01471908E-01   1.28776372E-01
BEEF                  800   8.68356168E-06   5.53740118E-03   2.79847025E-03   1.11862396E-02   2.06887591E-01   1.29934089E-01
BEEF                  801   8.75685262E-06   6.10288406E-03   2.92297242E-03   1.11862396E-02   2.12562419E-01   1.34620878E-01
BEEF                  802   8.88418233E-06   6.75077566E-03   3.11231209E-03   1.11862396E-02   2.16621323E-01   1.41564344E-01
BEEF                  803   9.08333904E-06   7.44657180E-03   3.35138926E-03   1.11862396E-02   2.18509562E-01   1.50779561E-01
BEEF                  804   9.30903646E-06   8.14747408E-03   3.62473555E-03   1.11862396E-02   2.24182311E-01   1.59528058E-01
BEEF                  805   9.66919881E-06   8.92469661E-03   3.95917242E-03   1.11862396E-02   2.50785587E-01   1.73961295E-01
BEEF                  806   1.01056924E-05   9.52370706E-03   4.28690365E-03   1.11862396E-02   2.83436484E-01   1.92484725E-01
BEEF                  807   1.05184798E-05   9.90442880E-03   4.53981814E-03   1.11862396E-02   3.08631384E-01   2.07325695E-01
BEEF                  808   1.08651067E-05   9.99056880E-03   4.69359365E-03   1.11862396E-02   3.25141968E-01   2.15181835E-01
BEEF                  809   1.10971782E-05   1.00427055E-02   4.74390443E-03   1.11862396E-02   3.29594737E-01   2.15506804E-01
BEEF                  810   1.11672009E-05   9.93479561E-03   4.69366696E-03   1.11862396E-02   3.26610210E-01   2.10134960E-01
BEEF                  811   1.12007244E-05   9.67484094E-03   4.58774790E-03   1.11862396E-02   3.22842852E-01   2.03574053E-01
BEEF                  812   1.11191067E-05   9.25663699E-03   4.43413923E-03   1.11862396E-02   3.12750314E-01   1.95270992E-01
BEEF                  813   1.08887448E-05   8.63750006E-03   4.20009206E-03   1.11862396E-02   2.96224125E-01   1.83806859E-01
BEEF                  814   1.06768732E-05   8.03555412E-03   3.96970579E-03   1.11862396E-02   2.80056990E-01   1.74794425E-01
BEEF                  815   1.04309064E-05   7.45772563E-03   3.73084164E-03   1.11862396E-02   2.62931855E-01   1.67079532E-01
BEEF                  816   1.01791051E-05   6.92214838E-03   3.49646726E-03   1.11862396E-02   2.41599560E-01   1.59355248E-01
BEEF                  817   1.00131331E-05   6.53046976E-03   3.30397050E-03   1.11862396E-02   2.21233957E-01   1.53432235E-01
BEEF                  818   9.90708753E-06   6.17755578E-03   3.13501593E-03   1.11862396E-02   2.02701296E-01   1.48435543E-01
BEEF                  819   9.85521265E-06   5.86292505E-03   3.02158421E-03   1.11862396E-02   1.90475853E-01   1.45612073E-01
BEEF                  820   9.83485108E-06   5.70032297E-03   2.94743200E-03   1.11862396E-02   1.80662614E-01   1.43567853E-01
BEEF                  821   9.84590311E-06   5.65549670E-03   2.94493211E-03   1.11862396E-02   1.77826181E-01   1.44382127E-01
BEEF                  822   9.83704522E-06   5.86010825E-03   3.01133052E-03   1.11862396E-02   1.82348146E-01   1.47154501E-01
BEEF                  823   9.80178586E-06   6.18630209E-03   3.14389795E-03   1.11862396E-02   1.93015607E-01   1.51123507E-01
BEEF                  824   9.74212201E-06   6.56469747E-03   3.32175769E-03   1.11862396E-02   2.05334799E-01   1.54892852E-01
BEEF                  825   9.68982769E-06   7.29002801E-03   3.53030455E-03   1.11862396E-02   2.18271483E-01   1.58410635E-01
BEEF                  826   9.67967416E-06   8.07375170E-03   3.76509936E-03   1.11862396E-02   2.34237815E-01   1.63159941E-01
BEEF                  827   9.71064137E-06   8.77384731E-03   3.98250076E-03   1.11862396E-02   2.46641214E-01   1.66893511E-01
BEEF                  828   9.77798325E-06   9.29653638E-03   4.15107175E-03   1.11862396E-02   2.56395304E-01   1.70326038E-01
BEEF                  829   9.87147816E-06   9.62461376E-03   4.28302989E-03   1.11862396E-02   2.66905063E-01   1.75074585E-01
BEEF                  830   9.96944894E-06   9.70343596E-03   4.35552318E-03   1.11862396E-02   2.78505470E-01   1.79983603E-01
BEEF                  831   1.00416328E-05   9.69670625E-03   4.36111534E-03   1.11862396E-02   2.84598770E-01   1.82971088E-01
BEEF                  832   1.00776054E-05   9.79918090E-03   4.30102749E-03   1.11862396E-02   2.82257725E-01   1.82908436E-01
BEEF                  833   1.01133684E-05   9.74254602E-03   4.20324941E-03   1.11862396E-02   2.78270494E-01   1.82122788E-01
BEEF                  834   1.01500215E-05   9.46013640E-03   4.06071266E-03   1.11862396E-02   2.68139793E-01   1.79130137E-01
BEEF                  835   1.02118110E-05   9.03249382E-03   3.91086802E-03   1.11862396E-02   2.59421999E-01   1.76871345E-01
BEEF                  836   1.02944517E-05   8.43015779E-03   3.76149451E-03   1.11862396E-02   2.50283304E-01   1.75920167E-01
BEEF                  837   1.03237542E-05   7.73389179E-03   3.61807758E-03   1.11862396E-02   2.38593000E-01   1.74420494E-01
BEEF                  838   1.03490671E-05   7.04689437E-03   3.49950196E-03   1.11862396E-02   2.26879397E-01   1.73424828E-01
BEEF                  839   1.03671269E-05   7.06818771E-03   3.42896011E-03   1.11862396E-02   2.12819914E-01   1.72001324E-01
BEEF                  840   1.03936028E-05   7.17366316E-03   3.42448208E-03   1.11862396E-02   2.14783360E-01   1.70575047E-01
BEEF                  841   1.03667529E-05   7.29050315E-03   3.47128335E-03   1.11862396E-02   2.15803157E-01   1.69528042E-01
BEEF                  842   1.03165952E-05   7.45293600E-03   3.55726308E-03   1.11862396E-02   2.15840684E-01   1.68518840E-01
BEEF                  843   1.02415256E-05   7.64179050E-03   3.67804015E-03   1.11862396E-02   2.15276945E-01   1.67200799E-01
BEEF                  844   1.01679249E-05   7.83607618E-03   3.80347114E-03   1.11862396E-02   2.14888436E-01   1.65539620E-01
BEEF                  845   1.01165588E-05   8.03933058E-03   3.92491616E-03   1.11862396E-02   2.16552670E-01   1.65263489E-01
BEEF                  846   1.00642525E-05   8.23842184E-03   4.02886100E-03   1.11862396E-02   2.17353194E-01   1.64455674E-01
BEEF                  847   9.98622872E-06   8.40411835E-03   4.10714681E-03   1.11862396E-02   2.17934761E-01   1.63483600E-01
BEEF                  848   9.90580722E-06   8.48757804E-03   4.14611342E-03   1.11862396E-02   2.16420062E-01   1.61617558E-01
BEEF                  849   9.77956268E-06   8.42523003E-03   4.13462142E-03   1.11862396E-02   2.11767578E-01   1.57834008E-01
BEEF                  850   9.58098291E-06   8.25061546E-03   4.07170781E-03   1.11862396E-02   2.05956055E-01   1.53497183E-01
BEEF                  851   9.34905734E-06   7.98007521E-03   3.96233439E-03   1.11862396E-02   1.99403773E-01   1.49613143E-01
BEEF                  852   9.08673225E-06   7.57836920E-03   3.79850646E-03   1.11862396E-02   1.90826950E-01   1.44932715E-01
BEEF                  853   8.84131248E-06   7.07108997E-03   3.59543397E-03   1.11862396E-02   1.81012454E-01   1.40109803E-01
BEEF                  854   8.62958468E-06   6.47352603E-03   3.35858662E-03   1.11862396E-02   1.71211416E-01   1.35003478E-01
BEEF                  855   8.45186254E-06   5.96118048E-03   3.10866394E-03   1.11862396E-02   1.64601195E-01   1.30758707E-01
BEEF                  856   8.34494369E-06   5.71433382E-03   2.89331431E-03   1.11862396E-02   1.71473640E-01   1.30789070E-01
BEEF                  857   8.26546403E-06   5.48032256E-03   2.69743375E-03   1.11862396E-02   1.80374763E-01   1.32199553E-01
BEEF                  858   8.19664313E-06   5.29409299E-03   2.55045571E-03   1.11862396E-02   1.85031083E-01   1.31936689E-01
BEEF                  859   8.15523292E-06   5.20100321E-03   2.47429796E-03   1.11862396E-02   1.91715579E-01   1.32885159E-01
BEEF                  860   8.12320206E-06   5.17685391E-03   2.45567249E-03   1.11862396E-02   1.97788974E-01   1.34708114E-01
BEEF                  861   8.11638794E-06   5.21088518E-03   2.48758866E-03   1.11862396E-02   2.02332549E-01   1.36170122E-01
BEEF                  862   8.12288125E-06   5.27214643E-03   2.56821423E-03   1.11862396E-02   2.03178925E-01   1.36365877E-01
BEEF                  863   8.16123117E-06   5.31278228E-03   2.68688162E-03   1.11862396E-02   2.05319646E-01   1.37800106E-01
BEEF                  864   8.21433626E-06   5.69354169E-03   2.83276268E-03   1.11862396E-02   2.06788186E-01   1.39184671E-01
BEEF                  865   8.28626526E-06   6.21398716E-03   2.99657857E-03   1.11862396E-02   2.06482925E-01   1.39833764E-01
BEEF                  866   8.38713029E-06   6.62263235E-03   3.17406626E-03   1.11862396E-02   2.04520491E-01   1.41102622E-01
BEEF                  867   8.47491535E-06   6.82561980E-03   3.32484435E-03   1.11862396E-02   1.96855194E-01   1.40688417E-01
BEEF                  868   8.55466790E-06   6.96776001E-03   3.43984236E-03   1.11862396E-02   1.88582064E-01   1.39740222E-01
BEEF                  869   8.62627046E-06   7.37198161E-03   3.50307338E-03   1.11862396E-02   1.75905857E-01   1.37365447E-01
BEEF                  870   8.70968428E-06   7.57917225E-03   3.51722953E-03   1.11862396E-02   1.66796943E-01   1.36537716E-01
BEEF                  871   8.77667299E-06   7.67261158E-03   3.50542711E-03   1.11862396E-02   1.68604851E-01   1.37877392E-01
BEEF                  872   8.80759132E-06   7.57490615E-03   3.43825757E-03   1.11862396E-02   1.77126579E-01   1.39234094E-01
BEEF                  873   8.78505918E-06   7.34588924E-03   3.33159155E-03   1.11862396E-02   1.83200301E-01   1.41114825E-01
BEEF                  874   8.72550133E-06   7.00793818E-03   3.19152223E-03   1.11862396E-02   1.85031411E-01   1.42395033E-01
BEEF                  875   8.66095702E-06   6.59974107E-03   3.05750213E-03   1.11862396E-02   1.90798282E-01   1.43425091E-01
BEEF                  876   8.57116482E-06   6.08783409E-03   2.92739451E-03   1.11862396E-02   2.09992010E-01   1.43250966E-01
BEEF                  877   8.50222965E-06   6.00746034E-03   2.85363061E-03   1.11862396E-02   2.29875221E-01   1.44674776E-01
BEEF                  878   8.47761340E-06   6.00896806E-03   2.83867690E-03   1.11862396E-02   2.46029609E-01   1.47159580E-01
BEEF                  879   8.45147373E-06   6.00758374E-03   2.84942603E-03   1.11862396E-02   2.53606549E-01   1.47022291E-01
BEEF                  880   8.47833495E-06   6.01137040E-03   2.90531716E-03   1.11862396E-02   2.56670393E-01   1.47245439E-01
BEEF                  881   8.55427089E-06   5.99684033E-03   2.98668181E-03   1.11862396E-02   2.54077931E-01   1.46979440E-01
BEEF                  882   8.67221318E-06   6.11523248E-03   3.08986965E-03   1.11862396E-02   2.46754488E-01   1.47045761E-01
BEEF                  883   8.77515541E-06   6.41383250E-03   3.18511994E-03   1.11862396E-02   2.33142532E-01   1.45706376E-01
BEEF                  884   8.85357178E-06   6.65306089E-03   3.27129021E-03   1.11862396E-02   2.17841082E-01   1.43966080E-01
BEEF                  885   8.90531809E-06   6.79481174E-03   3.33077642E-03   1.11862396E-02   2.04387172E-01   1.41921804E-01
BEEF                  886   8.89833539E-06   6.88507023E-03   3.35442512E-03   1.11862396E-02   1.90583207E-01   1.39178905E-01
BEEF                  887   8.87487969E-06   6.89722330E-03   3.37266021E-03   1.11862396E-02   1.82692320E-01   1.36126899E-01
BEEF                  888   8.83592557E-06   6.86772916E-03   3.39551684E-03   1.11862396E-02   1.78191328E-01   1.33363226E-01
BEEF                  889   8.76749691E-06   6.74165731E-03   3.40227940E-03   1.11862396E-02   1.71200206E-01   1.29524556E-01
BEEF                  890   8.71779608E-06   6.56884026E-03   3.40948627E-03   1.11862396E-02   1.63082930E-01   1.25944772E-01
BEEF                  891   8.65295054E-06   6.94073665E-03   3.39268250E-03   1.11862396E-02   1.52408878E-01   1.21369178E-01
BEEF                  892   8.63626373E-06   7.22567508E-03   3.37490815E-03   1.11862396E-02   1.49916963E-01   1.17985237E-01
BEEF                  893   8.64388805E-06   7.41468869E-03   3.36261959E-03   1.11862396E-02   1.52744617E-01   1.15822933E-01
BEEF                  894   8.66318712E-06   7.56194494E-03   3.34474151E-03   1.11862396E-02   1.55917915E-01   1.14395823E-01
BEEF                  895   8.68245153E-06   7.53506633E-03   3.32777024E-03   1.11862396E-02   1.57755520E-01   1.13799108E-01
BEEF                  896   8.70915040E-06   7.37930168E-03   3.31902666E-03   1.11862396E-02   1.59509734E-01   1.14047152E-01
BEEF                  897   8.71980346E-06   7.34821318E-03   3.32612688E-03   1.11862396E-02   1.61347187E-01   1.15450213E-01
BEEF                  898   8.71849930E-06   7.77924316E-03   3.35431411E-03   1.11862396E-02   1.64142372E-01   1.17990190E-01
BEEF                  899   8.69548949E-06   8.17521699E-03   3.39333503E-03   1.11862396E-02   1.67895236E-01   1.21441655E-01
BEEF                  900   8.67878579E-06   8.43947454E-03   3.43068665E-03   1.11862396E-02   1.72566000E-01   1.25735130E-01
BEEF                  901   8.67461232E-06   8.57704421E-03   3.45577365E-03   1.11862396E-02   1.77226531E-01   1.30051936E-01
BEEF                  902   8.67661656E-06   8.55044215E-03   3.46002877E-03   1.11862396E-02   1.78919120E-01   1.32589904E-01
BEEF                  903   8.68641664E-06   8.21986136E-03   3.41865612E-03   1.11862396E-02   1.78391749E-01   1.33263771E-01
BEEF                  904   8.68461988E-06   7.72068639E-03   3.35324010E-03   1.11862396E-02   1.76132076E-01   1.33328625E-01
BEEF                  905   8.68071660E-06   7.10709149E-03   3.27417661E-03   1.11862396E-02   1.72824426E-01   1.32853616E-01
BEEF                  906   8.69583985E-06   6.55038405E-03   3.22441922E-03   1.11862396E-02   1.70527715E-01   1.33812374E-01
BEEF                  907   8.72034421E-06   6.45099287E-03   3.19081595E-03   1.11862396E-02   1.67307771E-01   1.34558254E-01
BEEF                  908   8.77795276E-06   6.49191736E-03   3.20094336E-03   1.11862396E-02   1.64168990E-01   1.35961632E-01
BEEF                  909   8.83825697E-06   6.49060835E-03   3.23535907E-03   1.11862396E-02   1.60866819E-01   1.37002606E-01
BEEF                  910   8.88198917E-06   6.71749315E-03   3.27854104E-03   1.11862396E-02   1.60281476E-01   1.37544995E-01
BEEF                  911   8.90882682E-06   7.03127199E-03   3.32130543E-03   1.11862396E-02   1.58769882E-01   1.37062112E-01
BEEF                  912   8.89916513E-06   7.16143536E-03   3.35148356E-03   1.11862396E-02   1.54162783E-01   1.35161913E-01
BEEF                  913   8.84385755E-06   7.07025557E-03   3.37377918E-03   1.11862396E-02   1.54674482E-01   1.33426847E-01
BEEF                  914   8.78499370E-06   6.75718407E-03   3.37957220E-03   1.11862396E-02   1.56671595E-01   1.32091536E-01
BEEF                  915   8.70530145E-06   6.93652204E-03   3.38723471E-03   1.11862396E-02   1.59444237E-01   1.31442142E-01
BEEF                  916   8.64394884E-06   7.26073635E-03   3.40663495E-03   1.11862396E-02   1.63765599E-01   1.32603734E-01
BEEF                  917   8.57670414E-06   7.53909523E-03   3.41308149E-03   1.11862396E-02   1.65705270E-01   1.32708079E-01
BEEF                  918   8.54564997E-06   7.81458054E-03   3.43762440E-03   1.11862396E-02   1.71813363E-01   1.34814584E-01
BEEF                  919   8.52711290E-06   7.98056442E-03   3.45864509E-03   1.11862396E-02   1.81696498E-01   1.37138427E-01
BEEF                  920   8.51204290E-06   8.01277043E-03   3.45830688E-03   1.11862396E-02   1.88889910E-01   1.38200483E-01
BEEF                  921   8.50672881E-06   7.88767233E-03   3.43214275E-03   1.11862396E-02   1.96002280E-01   1.39607420E-01
BEEF                  922   8.51613684E-06   7.68208846E-03   3.40433018E-03   1.11862396E-02   2.01770807E-01   1.41607519E-01
BEEF                  923   8.47664569E-06   7.29304304E-03   3.32272738E-03   1.11862396E-02   1.92058956E-01   1.36115665E-01
BEEF                  924   8.43157657E-06   6.78942793E-03   3.23454026E-03   1.11862396E-02   1.74237346E-01   1.28132719E-01
BEEF                  925   8.37805810E-06   6.21435961E-03   3.13148675E-03   1.11862396E-02   1.51182794E-01   1.18965303E-01
BEEF                  926   8.32469057E-06   5.83059614E-03   3.02265165E-03   1.11862396E-02   1.32587234E-01   1.10873972E-01
BEEF                  927   8.29701288E-06   5.71386777E-03   2.93928658E-03   1.11862396E-02   1.30315294E-01   1.06945880E-01
BEEF                  928   8.29484505E-06   5.90288768E-03   2.89304908E-03   1.11862396E-02   1.35407063E-01   1.08456117E-01
BEEF                  929   8.29934500E-06   6.04835734E-03   2.86732265E-03   1.11862396E-02   1.46278416E-01   1.14027022E-01
BEEF                  930   8.36896038E-06   6.18926427E-03   2.91200533E-03   1.11862396E-02   1.64374491E-01   1.25769493E-01
BEEF                  931   8.48764130E-06   6.29680116E-03   3.02656614E-03   1.11862396E-02   1.89196835E-01   1.43963478E-01
BEEF                  932   8.59097871E-06   6.27435358E-03   3.17099080E-03   1.11862396E-02   2.15030917E-01   1.63809609E-01
BEEF                  933   8.73471085E-06   6.46462049E-03   3.36333729E-03   1.11862396E-02   2.41766244E-01   1.85790680E-01
BEEF                  934   8.94283281E-06   7.23898252E-03   3.60639015E-03   1.11862396E-02   2.75754666E-01   2.11232269E-01
BEEF                  935   9.14752895E-06   7.93391525E-03   3.81577814E-03   1.11862396E-02   2.97304636E-01   2.26568708E-01
BEEF                  936   9.26886328E-06   8.46340356E-03   3.94528624E-03   1.11862396E-02   2.97081013E-01   2.27502420E-01
BEEF                  937   9.28063710E-06   8.75466895E-03   3.98226924E-03   1.11862396E-02   2.87397871E-01   2.21175879E-01
BEEF                  938   9.13200320E-06   8.57396656E-03   3.86434269E-03   1.11862396E-02   2.56503426E-01   1.99418850E-01
BEEF                  939   8.95886833E-06   8.01022460E-03   3.65701530E-03   1.11862396E-02   2.22369513E-01   1.74122648E-01
BEEF                  940   8.80216079E-06   7.27263167E-03   3.44019741E-03   1.11862396E-02   1.95326369E-01   1.54637298E-01
BEEF                  941   8.64429111E-06   6.48559006E-03   3.24597539E-03   1.11862396E-02   1.77553405E-01   1.39690669E-01
BEEF                  942   8.48390829E-06   6.19656294E-03   3.11958693E-03   1.11862396E-02   1.65483943E-01   1.28476857E-01
BEEF                  943   8.34835913E-06   6.11568942E-03   3.06578035E-03   1.11862396E-02   1.56709074E-01   1.22066410E-01
BEEF                  944   8.23614440E-06   6.05148115E-03   3.04666630E-03   1.11862396E-02   1.51301021E-01   1.21828885E-01
BEEF                  945   8.12759965E-06   6.01980498E-03   3.00579659E-03   1.11862396E-02   1.58789685E-01   1.25239440E-01
BEEF                  946   8.07667948E-06   5.93054655E-03   2.95764729E-03   1.11862396E-02   1.79108836E-01   1.30102087E-01
BEEF                  947   8.08286747E-06   5.83022094E-03   2.90304082E-03   1.11862396E-02   2.01720131E-01   1.33976472E-01
BEEF                  948   8.12336636E-06   5.97648462E-03   2.84152207E-03   1.11862396E-02   2.17668304E-01   1.34547643E-01
BEEF                  949   8.18613069E-06   5.99787933E-03   2.77328884E-03   1.11862396E-02   2.23257096E-01   1.31061127E-01
BEEF                  950   8.24643241E-06   5.90366894E-03   2.72756908E-03   1.11862396E-02   2.19112624E-01   1.27675479E-01
BEEF                  951   8.30761342E-06   5.77230727E-03   2.73235856E-03   1.11862396E-02   2.13897259E-01   1.28771332E-01
BEEF                  952   8.35518126E-06   5.84127294E-03   2.76872118E-03   1.11862396E-02   2.05893412E-01   1.30975392E-01
BEEF                  953   8.37473217E-06   5.99956401E-03   2.81047708E-03   1.11862396E-02   1.95142888E-01   1.33169860E-01
BEEF                  954   8.38130315E-06   6.01368498E-03   2.85597810E-03   1.11862396E-02   1.83457009E-01   1.34850083E-01
BEEF                  955   8.40484511E-06   5.94793440E-03   2.91118946E-03   1.11862396E-02   1.83559532E-01   1.37512430E-01
BEEF                  956   8.46404353E-06   5.83335449E-03   2.97748846E-03   1.11862396E-02   1.90992960E-01   1.41497866E-01
BEEF                  957   8.54957416E-06   5.89787192E-03   3.03965397E-03   1.11862396E-02   1.95987777E-01   1.45524697E-01
BEEF                  958   8.60442565E-06   5.96632886E-03   3.08506162E-03   1.11862396E-02   1.94682947E-01   1.47163020E-01
BEEF                  959   8.65558212E-06   6.04879751E-03   3.14355741E-03   1.11862396E-02   1.91295222E-01   1.48531209E-01
BEEF                  960   8.67972330E-06   6.29907622E-03   3.19171565E-03   1.11862396E-02   1.84723357E-01   1.48066271E-01
BEEF                  961   8.68107626E-06   6.48734321E-03   3.23115160E-03   1.11862396E-02   1.79323065E-01   1.46950534E-01
BEEF                  962   8.69281179E-06   6.60418538E-03   3.28404591E-03   1.11862396E-02   1.75710794E-01   1.46267216E-01
BEEF                  963   8.68176447E-06   6.75332320E-03   3.32536965E-03   1.11862396E-02   1.70086679E-01   1.43834763E-01
BEEF                  964   8.67095748E-06   7.27601114E-03   3.35604879E-03   1.11862396E-02   1.64890953E-01   1.41087420E-01
BEEF                  965   8.64794476E-06   7.79866716E-03   3.38043677E-03   1.11862396E-02   1.62819917E-01   1.37592972E-01
BEEF                  966   8.61624931E-06   8.25276420E-03   3.39231082E-03   1.11862396E-02   1.61207207E-01   1.33409033E-01
BEEF                  967   8.60434073E-06   8.49721689E-03   3.38858109E-03   1.11862396E-02   1.59434660E-01   1.29696290E-01
BEEF                  968   8.59222442E-06   8.56171959E-03   3.37557055E-03   1.11862396E-02   1.57469448E-01   1.26845187E-01
BEEF                  969   8.58422579E-06   8.48962791E-03   3.36249081E-03   1.11862396E-02   1.57135375E-01   1.25647260E-01
BEEF                  970   8.54811973E-06   8.24611332E-03   3.33458574E-03   1.11862396E-02   1.64099626E-01   1.25096455E-01
BEEF                  971   8.52672663E-06   7.89716502E-03   3.30491848E-03   1.11862396E-02   1.73008594E-01   1.25454602E-01
