289.40 -87.87677395
293.95 -88.16706785
298.54 -88.40483476
303.18 -88.59014587
307.87 -88.72376495
312.61 -88.80707952
317.39 -88.84202612
322.22 -88.83157464
327.11 -88.77861596
332.04 -88.68583838
337.02 -88.55596230
347.13 -88.19546490
357.44 -87.71672181
